SourcePath,Filename,Bytes,SHA256,Classification,MatchingStagedArtifact,RecommendedAction,Notes
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-003\frozen_prompt.txt,frozen_prompt.txt,4091,de274a9ade8b0625089690bc472ff23bbea1d5580f57efa8caed95a11981c5e7,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-003\frozen_response_text.txt,frozen_response_text.txt,3158,4e33d3867661093ff7d55f3decc6780937f2a355e439490c25976865807e7b5d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-003\report.json,report.json,3307,e9cd6eb261cb81f8bb54bead9e2a37012518d5cb9af86e7726e7e6c9e5c51548,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E001\event.json,event.json,430,805656b4f7e4c9378502a237c05535452d2b73d3ac564cfa6df9fc9ae275c8fb,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E001\provider_raw.bin,provider_raw.bin,603,155c40b853525e7565a81fb23c9726a390f4239e91f0d82bd1d4c868012303fd,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E001\provider_raw.metadata.json,provider_raw.metadata.json,408,98c1442102e00720766e35b15064843a27e1db39d5f2229b419a6449dfa75aad,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E002\event.json,event.json,430,2f7cf76f0de70dd6494a40a112b0d476a6f6b60f181623829472f3c46742060d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E002\provider_raw.bin,provider_raw.bin,603,155c40b853525e7565a81fb23c9726a390f4239e91f0d82bd1d4c868012303fd,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E002\provider_raw.metadata.json,provider_raw.metadata.json,408,104d6eeb3b2587876e5fba8a72d44ea61f871806c3e0d2b4450903e8e09792b5,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E003\event.json,event.json,430,a37bfde34cb217dc68024f848c7d3443550a8bb8d047ecc33a7b473c2b872653,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E003\provider_raw.bin,provider_raw.bin,603,155c40b853525e7565a81fb23c9726a390f4239e91f0d82bd1d4c868012303fd,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E003\provider_raw.metadata.json,provider_raw.metadata.json,408,cbed2773034b57bd96683c397ce6730ddb4bfcc476d51e063be6d6067b864fed,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E004\event.json,event.json,430,0ffae780c5be1ee25a05228218721898d56c3397daf4908045eb964cffc9a33a,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E004\provider_raw.bin,provider_raw.bin,603,155c40b853525e7565a81fb23c9726a390f4239e91f0d82bd1d4c868012303fd,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E004\provider_raw.metadata.json,provider_raw.metadata.json,408,00c3dabd3cfbeeeeef23d4dcadf22c1caab88051ac9fe9138d5c76f6d653ca8b,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E005\event.json,event.json,430,b558294c740eafce3d1e06facb9fe447f4daf0aeb2e6331babc21136e5a9353c,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E005\provider_raw.bin,provider_raw.bin,603,155c40b853525e7565a81fb23c9726a390f4239e91f0d82bd1d4c868012303fd,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E005\provider_raw.metadata.json,provider_raw.metadata.json,408,9dc1592fc766724d10c8ca787ab75b3bf01ae259e80e867e2f27774b32b91ce7,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\execution_identity.json,execution_identity.json,585,6884b101c9e7b39eeb40ea105f4a6c2be4ae787eead2e2f6f3f9d2ffaaa8b916,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\frozen_prompt.txt,frozen_prompt.txt,4091,de274a9ade8b0625089690bc472ff23bbea1d5580f57efa8caed95a11981c5e7,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\frozen_response_text.txt,frozen_response_text.txt,3158,4e33d3867661093ff7d55f3decc6780937f2a355e439490c25976865807e7b5d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\report.json,report.json,3307,19a14c918441d2c93e62332372b22ba81b7f2ad00bcf7c5f59e707c22416dc42,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\event.json,event.json,143,5b07e628c2eeafe36f30db8ea10e1c4d8c9a8f0944cf050656d7e6a3a44d37d8,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\model_output.bin,model_output.bin,2362,9afe8cac2e5ef2c3bf6bb672e6cc8db1d7b2c3c39663ba3341540173d3189e33,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\model_output.metadata.json,model_output.metadata.json,233,d3014c7a9ee8cc76abbd462550c6f99584ab0e2cfb2ed782390a8db0542c8e5d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\observation.json,observation.json,785,708aa8d28ae81755bff923acf7fd7a447bbf9fd385ac3127adddd64099212215,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\provider_raw.bin,provider_raw.bin,3612,e6940a442b10f83c6a17e8e021ca0da0aa200e885b75aa3201e02cfdaaf922cc,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\provider_raw.metadata.json,provider_raw.metadata.json,409,63abd549f2ee260a8cf417ada12f899460d143707df21a3cef209b19c54a3a1d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\event.json,event.json,143,dd91c832a80a9b9ba534859878e06e3d96f2d04c27961a9b2c117b2aecaf7677,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\model_output.bin,model_output.bin,1185,6c719d8cee702e7acf424e12bef376c5a9243d86e139722392dd6d48441ab91d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\model_output.metadata.json,model_output.metadata.json,233,944915fa76d22f20dcbd003ad3fe74e3e5ee741bacefc3ad2d203d8a7adf4ce6,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\observation.json,observation.json,1629,fb82718dca340483e294695ce7dad8eba46bd54e9e127697507a204bb43e0244,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\provider_raw.bin,provider_raw.bin,2391,e852110f155c7d48c4d325e2f408336e67e36bd5921e1cdc16eb57a8734974c1,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\provider_raw.metadata.json,provider_raw.metadata.json,409,c63a907a53c52ab8d60804c27dd524ec587189b76008a83e1aab21d7c75be12c,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\event.json,event.json,143,71da4416c9f45a5987c8232a6777d9dec6d435426acb283b73db33db53bcfa82,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\model_output.bin,model_output.bin,2150,62d090f3bb2e303f4e823103dd88f277e8dc59f51750562ffb8e2362cd58ccf4,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\model_output.metadata.json,model_output.metadata.json,233,27838685dff71f10e4dd8789c29e4e5ad38690da41ff496dc3147e066f8c6b39,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\observation.json,observation.json,605,1ac49366b87057c93b61bdef4f7994700c72af34e3b8e1a12aeff773d56bc80b,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\provider_raw.bin,provider_raw.bin,3531,ea1d74a04be955959cb4d15e5952ad783761b84938eece7f8a39f97ca5fa49f7,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\provider_raw.metadata.json,provider_raw.metadata.json,409,5acbf96ae5ecb3e1cb14e80e24f99a61c9e3909006e62cf387343bdf28fa7159,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\execution_identity.json,execution_identity.json,585,537c3c4c2b10df1fd30c566c317e7b92da921fcdd6e92b16548e4a8fc3affecb,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\frozen_prompt.txt,frozen_prompt.txt,4091,de274a9ade8b0625089690bc472ff23bbea1d5580f57efa8caed95a11981c5e7,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\frozen_response_text.txt,frozen_response_text.txt,3158,4e33d3867661093ff7d55f3decc6780937f2a355e439490c25976865807e7b5d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\report.json,report.json,4794,5d70ea192fc631e5a3d488834da3cd9509b0cd577636abc548ef63aba77b5650,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\mc2_preflight.py,mc2_preflight.py,18189,152cfb778cfab2c7a315cf95a40d938c3a3f3c3841321069c62b408f61fa8e09,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\PROTOCOL.md,PROTOCOL.md,2996,bec8134fde724b5bd562808fcd369f7c3ce849f8fe1da894bf532b28b2890900,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\run_dummy_preflight.py,run_dummy_preflight.py,2031,76957fde1c268929d6c98b01221a2bbb2db50639700f2a2e59ae3b463d4f4288,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_004_paid_prepay.py,run_live_004_paid_prepay.py,2934,073886bce0ed5105d0deb0c115e212d65a35edd40b60e94632aa09d1f0feda70,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_005_paid_prepay.py,run_live_005_paid_prepay.py,1482,580c8acb1d05a7a961f07793586524129d55ccc157e06618ab5935d33e5f9b5b,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_p002.py,run_live_p002.py,4541,ed3265d2a3146e91c49b869d5313d007d888ed1acc1f09d601d9ff6817922351,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_live_004_paid_prepay.py,test_live_004_paid_prepay.py,2442,146b8492f39a37809aa3e57a98f7b0c4bc724c84656f3226776967bb68cbd7b3,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_live_005_paid_prepay.py,test_live_005_paid_prepay.py,1967,2b90255f604662893b20327ed80bcc7253ed395ea01c6604d857e1b4e894b3ff,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_mc2_preflight.py,test_mc2_preflight.py,17712,8d128d12bfb3bd666c8716320477b0ed0482fce816109b600058314425adfd08,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\logs\pre-run-amendment.md,pre-run-amendment.md,398,7e3760bc9049d7752081d5dbda46c26b2ed73890863f0eee8a8fbaf6670b636f,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\logs\run-log.md,run-log.md,596,bb06bc53073b644a878c3c0a6ad5a31ce9aa993b3213d3e4edda931fa2f90fcc,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\raw\README.md,README.md,659,038b7c67b963564c0fc5228561b204340c62f828cfc8e74b4015cc6ba00a1707,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\README.md,README.md,587,b3ab7ff2bebd52a1a9e0989dc5a31647c08c5effd3cf77b01ad77ad34353d6bc,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\report\targeted-regression-report.md,targeted-regression-report.md,2702,487c3d1a33faf696f18ac2f9f9c64b5b2c918ce08dcb9db93032e61a9ab7c58d,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.4\results\mechanical-results.md,mechanical-results.md,827,a76b12899a938c89cb25abb8cf331da8448d2959fa95937128b5d13f989f64ba,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.5a\README.md,README.md,1801,27797c9c3041cc66af37caf1a918fe322aae9ebed1b9d62c64cc494a8b5fec52,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validation\v3.5b\README.md,README.md,4567,30f4a53bbdaa686f199f699120d22dc5cf57f73a1666b765bac45e80c739b1e5,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validering\validering\logg.md,logg.md,8659,b3db788bd4677a149afcef7350014af83ed4b675cf415452a1a60cac5390ef53,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validering\validering\resultat_S4.md,resultat_S4.md,4447,573273a8f8a355ce8725e13e99fdfc1d2645eefdb889b653c55887c73cc9b8eb,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validering\validering\resultat_samlat.md,resultat_samlat.md,5446,22a504d74d199b36aa4e81e548f521ffd138050fc178947893a3758c67938aa9,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validering\validering\SLUTRAPPORT_valideringsplan_v1.md,SLUTRAPPORT_valideringsplan_v1.md,6576,03ef84b67b5858d31bc0dd0695b9a4083c57720e6a31581d24be1e3ed165e5fc,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\GitHub\ai-council-os1\validering\validering\svar_S1_UTAN.md,svar_S1_UTAN.md,30662,618ef169737d261be3f3d2cb91e38b26103b22c5e9efe5ae3386805c9968ec08,POSSIBLE_OLDER_OR_SUPERSEDED_VERSION,,Preserve at original path; do not copy without provenance review.,Filename/path or bounded text scan matched AICOS research terms.
